,original,paraphrase
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by the sheer preposterousness of its
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the sheer audacity of this reactionary thriller is matched only by the mind-boggling absurdity of its premise.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,this reactionary thriller's crassness is on par with the sheer ridiculousness of its premise.
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the sheer audacity of this reactionary thriller is on par with the absurdity of its plot.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,this reactionary thriller's crassness is rivaled only by the preposterousness of its premise.
2,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the unap
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the over-the-top viciousness of this reactionary thriller is matched only by the sheer absurdity of its premise 
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the viciousness of this reactionary thriller is matched only by the mind-boggling ridiculousness of its premise 
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the mindless brutality of this reactionary thriller is only outdone by the absurdity of its utterly preposterous premise
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the sheer crassness of this reactionary thriller is matched only by the jawdropping ridiculousness
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by the mind-numbing absurdity of its laughable premise
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by the utter preposterousness of
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the mindless brutality of this trashy thriller is only outdone by the absurdity of its preposterous premise.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this mindless thriller is matched only by the sheer ridiculousness
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the mind-numbing crassness of this knee-jerk thriller is only rivaled by the absurdity of its laughable premise.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by the sheer pre
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is on par with the absurdity of its premise.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by how utterly preposterous its premise is.
2,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crass
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the sheer audacity of this right wing thriller is only eclipsed by the sheer absurdity of its plot.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is a perfect match for the utter ridiculousness of its premise
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is on par with the absurdity of its premise
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,this reactionary thriller's crassness is matched only by the sheer ridiculousness of its premise
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the mindless brutality of this reactionary thriller is only rivaled by the sheer absurdity of its premise.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by the jaw-dropping ridiculousness of its premise
0,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the utter crassness of this reactionary thriller is matched only by the mind boggling ridiculousness of its premise.
1,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,the crassness of this reactionary thriller is matched only by the jawdroppingly ridiculous
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","Helmer Hudlin's attempts at crafting a hip comedy are constantly undermined by his reliance on slapstick humor, which severely limits his ability to craft a more edgy narrative."
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",Helmer Hudlin's hip comedy aspirations are constantly thwart
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin struggles to tap into his darker side but his reliance on slapstick humor holds him back from crafting a truly edgy narrative 
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin attempts to make a bold move into darker territory but his affinity
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin is stuck in a rut, relying on slapstick to salvage a script that's begging for some genuine edge"
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's over-reliance on slapstick is a major roadblock
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin struggles to find his footing in the world of edgy humor, but his reliance on slapstick comedy keeps him stuck in a rut"
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin's comedy is stuck in neutral,"
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempt at a dark comedy gets ruined by his reliance on slapstick humor
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's dark comedy aspirations are torpedoed by his reliance on slapstick gags
2,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",hel
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin struggles to tap into his edgier side but his reliance on slapstick humor holds him back from crafting a truly darker narrative
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin attempts to create a hip comedy but his overuse of slap
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempts at edgy humor get foiled by his over-reliance on slapstick antics
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin's comedy style is stuck in a rut, unable to transition to a darker"
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin is stuck in a rut, relying on slapstick humor to the point where a more sinister tone is doomed from the start "
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's comedy is hampered by his over-reli
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin is stuck in a rut, desperately trying to craft a edgy comedy but his reliance on slapstick comedy keeps ruining the vibe "
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempts at crafting a dark comedy are consistently
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempt at edgy humor falls flat due to his reliance on slapstick antics.
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin's comedy is hindered by his overuse of slapstick humor, preventing a truly"
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin's comedy routine falls flat due to his over reliance on slapstick humor, rendering a more sinister tone impossible"
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's slapstick antics make it tough for him to pull off
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempts at crafting a gritty comedy are constantly thwarted by his reliance on slapstick humor
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin's comedy is crippled by his over-reliance on slapstick, preventing him"
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempts at edgy humor are constantly thwarted by his reliance on over-the-top slapstick antics 
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's comedy career is doomed by his inability to ditch the shtick
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .","helmer hudlin is stuck in a rut, desperately clinging to slapstick as a crutch to mask the darkness that's begging to seep into his humor"
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's reliance on slapstick is
0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's attempt at edgy humor is constantly undermined by his reliance on slapstick gags
1,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hudlin's comedy falls flat due to his overreliance on slapstick humor
2,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",helmer hud
0,plays like a checklist of everything rob reiner and his cast were sending up .,it's like a checklist of everything rob reiner and his cast were poking fun at.
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and his cast were sending up a big ol checklist of everything
2,plays like a checklist of everything rob reiner and his cast were sending up .,it's like rob
0,plays like a checklist of everything rob reiner and his cast were sending up .,this is like a checklist of everything rob reiner and his cast were poking fun at 
1,plays like a checklist of everything rob reiner and his cast were sending up .,it's like a laundry list of all the things rob reiner and his cast are making fun of 
2,plays like a checklist of everything rob reiner and his cast were sending up .,rob re
0,plays like a checklist of everything rob reiner and his cast were sending up .,plays like a checklist of everything Rob Reiner and his entire cast were sending up
1,plays like a checklist of everything rob reiner and his cast were sending up .,plays like a checklist of all the things Rob Reiner and his cast are totally skewering
2,plays like a checklist of everything rob reiner and his cast were sending up .,plays like a checklist of all the things Rob
0,plays like a checklist of everything rob reiner and his cast were sending up .,this movie is a loving sendup of everything rob reiner and his cast were known for 
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and co are skewering their own careers in this hilarious checklist of their greatest hits 
0,plays like a checklist of everything rob reiner and his cast were sending up .,it's like a checklist of all the ridiculous things rob reiner and his cast were poking fun at 
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and his cast were making fun of a whole list of things in this one 
0,plays like a checklist of everything rob reiner and his cast were sending up .,a whole list of everything rob reiner and his cast were sending up
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and his cast were just going through a whole checklist of stuff
2,plays like a checklist of everything rob reiner and his cast were sending up .,it was like rob reiner and his cast were checking off everything on
0,plays like a checklist of everything rob reiner and his cast were sending up .,it's like a checklist of everything rob reiner and his cast were poking fun at
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and his cast were basically sending up a to-do list
2,plays like a checklist of everything rob reiner and his cast were sending up .,this movie is a checklist of all the
0,plays like a checklist of everything rob reiner and his cast were sending up .,it's a checklist of all the things rob reiner and his cast are poking fun at 
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and his cast are sending up a laundry list of everything 
2,plays like a checklist of everything rob reiner and his cast were sending up .,this is a rundown of all the
0,plays like a checklist of everything rob reiner and his cast were sending up .,it's a rundown of all the things rob reiner and his cast were poking fun at 
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and his cast are making fun of a ton of stuff in this one
2,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and
0,plays like a checklist of everything rob reiner and his cast were sending up .,a rundown of all the hilarious moments from the rob reiner and co cast
1,plays like a checklist of everything rob reiner and his cast were sending up .,rob reiner and the gang were on point with their comedic timing in this
2,plays like a checklist of everything rob reiner and his cast were sending up .,a look back at the comedic genius of rob
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe so heinous it'll be remembered alongside the wreckage of battlefield earth and showgirls
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,so atrocious that it'll be etched in infamy alongside battlefield earth and the cringeworthy showgirls
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic disaster that'll soon be mentioned alongside battlefield earth and showgirls as a trainwreck of epic proportions
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so catastrophically bad it'll be mentioned alongside battlefield earth and showgirls as a monumental failure of epic
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that instantly becomes a contender for worst film ever made alongside battlefield earth and showgirls 
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so atrocious it solidifies its place among the wreckage of battlefield earth and showgirls 
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that instantly joins the ranks of battlefield earth and showgirls as a trainwreck to behold
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,"a film so atrocious it'll make you wonder how it even made it to theaters, right up there"
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that rapidly achieves legendary status alongside the likes of battlefield earth and showgirls
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,this film is so atrocious that it swiftly finds itself in the same league as the infamous battlefield earth and showgirls
2,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that joins the ranks of the infamous battlefield earth and showgirls in the hall of shame
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so abysmal it instantly earns its place alongside battlefield earth and showgirls in the pantheon of
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that instantly joins the ranks of the likes of battlefield earth and showgirls in the annals of cinematic wreckage.
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so appallingly bad it swiftly achieves cult status alongside battlefield earth and show
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic abomination that's destined to join the ranks of the infamous battlefield earth and showgirls in the annals of all-time flops.
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,"this movie is a trainwreck of epic proportions, right up"
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that's already on the fast track to becoming a legendary trainwreck alongside the likes of battlefield earth and showgirls 
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,this movie is such a monumental disaster that it's already cementing its place alongside
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that will soon be mentioned alongside the likes of battlefield earth and showgirls as one of the worst films ever made
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so catastrophically bad that it'll be mentioned in the same breath as
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that instantly joins the ranks of battlefield earth and showgirls in the pantheon of all-time flops
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so atrocious it'll be remembered alongside battlefield earth and showgirls as one of the
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that instantly joins the ranks of the likes of battlefield earth and showgirls in the pantheon of all-time flops
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,this movie is such a monumental disaster that it'll be remembered alongside battlefield earth and
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic disaster so abysmal it'll be remembered alongside the likes of battlefield earth and showgirls in the annals of terrible film history.
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a movie so catastrophically bad it'll be forever etched
0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a cinematic catastrophe that instantly earns its place alongside the likes of battlefield earth and showgirls in the annals of film wreckage 
1,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .,a mind-numbingly terrible movie that rapidly solidifies its spot as one of the worst
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually breathtaking, yet ultimately a handsome-looking snooze-fest, the true innovation would've been to ditch treasure planet altogether and come up with something entirely fresh "
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning, but ultimately a handsome-looking sno"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually it's a feast for the eyes but creatively it falls flat, the real innovation would've been to ditch the treasure planet and start from scratch"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",it's a treat for the eyes but ultimately a lackl
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",visually stunning but ultimately a handsome-looking snooze fest the real game-changer would've been to ditch treasure planet altogether and come up with something entirely new
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",visually breathtaking but ultimately a handsome-looking snooze fest the true innovation
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but in the end, a visually stunning film that's just a bit too handsome-looking, the real creativity would have been to scrap treasure planet entirely and come up with something completely new"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",visually stunning but a
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually breathtaking yet creatively unfulfilling, the film's real potential would've been to ditch the treasure planet altogether and reimagine something entirely"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","while visually stunning, the movie's true potential lay in ditching"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but ultimately a pretty face, the real innovation would have been to ditch treasure planet altogether and come up with something entirely new"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but ultimately a pretty-looking snooze fest, the true genius"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning yet creatively underwhelming, the film's redeeming quality lies in its aesthetic appeal, but a bold move would've been to abandon the treasure planet premise altogether and craft something entirely new"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",the movie's handsome visuals
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but a visually stunning bore, the true creativity would have been to ditch treasure planet entirely and reimagine it from scratch "
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","it's visually stunning but ultimately a handsome-looking snooze fest, the real innovation"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but ultimately a handsome-looking snooze-fest, the true spark would've been to eradicate treasure planet entirely and reimagine something fresh"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","while it's undeniably visually stunning, the real innovation would"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning, yet ultimately a handsome-looking snooze-fest, the real innovation would have been to ditch treasure planet entirely and come up with something entirely new"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","while visually impressive, the movie is ultimately a handsome-looking bore,"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",visually stunning but ultimately a handsome-looking snooze-fest the real innovation would've been to ditch treasure planet altogether and start from scratch
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",a visually resplendent yet creatively bankrupt film the true masterpiece would've been
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning yet creatively bankrupt, the real masterpiece would've been to ditch the whole treasure planet concept and start anew"
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","handsome-looking but creatively stagnant, a true work of art would've been to scrap the"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but ultimately a handsome-looking snooze-fest, the true artistic risk would've been to ditch treasure planet altogether and reimagine something entirely new "
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually breathtaking but ultimately a handsome-looking bore, the true creative"
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",visually stunning but ultimately a handsome-looking snooze fest the real creativity would've been to ditch treasure planet altogether and come up with something entirely new
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",it's a visually stunning film but ultimately a handsome-looking bore the
0,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning yet ultimately a handsome-looking snooze fest, the real innovation would've been to ditch treasure planet entirely and reimagine it from scratch "
1,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .","visually stunning but ultimately a handsome-looking bore, the true creative"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","although jones and snipes are captivating, the film becomes bogged down in overused phrases and tired tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are undoubtedly charismatic, but the movie's pacing suffers from heavy handed"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undeniably captivating, the film gets bogged down in overwrought dialogue and predictable tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are undoubtedly compelling, but the movie suffers from"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undeniably captivating, the movie gets bogged down in overused dialogue and tired tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","despite the undeniable charm of jones and snipes, the film's"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undeniably captivating, the film ultimately gets bogged down in overused tropes and clichéd dialogue"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are definitely the highlights of the movie, but the plot gets weighed down by overused phrases and clichés"
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are the real standouts, the film unfortunately succ"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes hold my attention, the film gets bogged down in overly familiar dialogue and tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","although jones and snipes are captivating, the movie succumbs to overused phrases and clichéd storytelling"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undoubtedly captivating, the film gets bogged down in overly elaborate language and tired plot devices."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are indeed mesmerizing, but the movie's potential is hindered by its"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undeniably captivating, the movie gets bogged down in overused dialogue and tired plot devices "
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes bring their a-game, but the film's heavy reliance"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are pretty captivating, but the movie gets weighed down by excessive speechifying and overused tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes deliver, the film is ultimately marred by tired dialogue"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","though jones and snipes are undeniably captivating, the movie becomes mired in overused dialogue and tired tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are undeniably charismatic, but the movie's momentum"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undeniably captivating, the film gets bogged down in overused dialogue and tired tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes may be compelling actors, but the movie's overly"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are indeed captivating, but the movie gets bogged down in overused phrases and tired clichés."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are the film's saving graces, but the movie's heavy reliance on"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are indeed captivating, but the film gets bogged down in overused phrases and tired dialogue."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are undeniably charismatic, yet the movie gets mired in"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes are definitely the highlights, but the film gets bogged down in overly familiar tropes and clichés."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes are undeniably captivating, the movie falt"
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","jones and snipes shine, but the movie's heavy reliance on clichés and empty"
0,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","though jones and snipes are undeniably captivating, the film drags due to overwrought dialogue and tired tropes."
1,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .","while jones and snipes deliver, the movie falters under the"
0,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this pic is just a mess of regular profanity mixed with some comments designed to make u think hes trying to get on the good side of the judge or the public
1,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this image is basically just a bunch of typical profanity with
0,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this pic is a hot mess of typical obscenities mixed with a few pity party comments that'll make u think he's running for mayor or something
1,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this image is a whole lotta f-bombs with a
0,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this image is basically a load of usual profanity mixed with a few comments that might make you think he's trying to win over a jury or something
1,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,the picture is a bunch of typical curse words with a few remarks that could
0,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this pic is straight trash sprinkled with some sob story crap to make u feel bad for the guy like hes running for president or somethin
1,this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,this is some basic profanity with a few lines to tug at ur heartstrings
